Source	Target	Relation
NLK	HNF4A	-
PPIB	BSG	+
PCNT	YWHAG	0
SPP1	ITGB3	+
NR5A1	STAR	+
EPN1	LOC652799	0
GTF2A1	GTF2B	0
AKT2	PAK1	-
INPP5J	PLCD1	0
RPL11	NCL	-
CEP135	AZI1	0
NFKBIA	SKP1	0
A2M	LRP1	+
MAP3K1	NFATC3	-
SHC1	GRB2	0
CYTH3	ARF6	+
DUSP9	MAPK11	-
CCR6	JAK3	+
RAP1A	RHOA	-
WNT2B	FZD9	+
MAD2L2	ANAPC13	-
GDF6	AMHR2	+
HVBS6	PIGR	+
COL1A1	ITGA2	+
TDGF1	YES1	+
NEDD9	TRIP6	0
TPR	SNRPD2	+
GNAO1	RHOA	+
PRICKLE2	DVL2	0
IGSF5	MAGI1	0
TGFBR1	STRAP	-
SRC	FYN	0
NCAPD2	PRKACG	0
IAPP	CALCR	+
DICER1	DICER1	+
TIPIN	RFC3	0
STAT3	CCND3	+
RXRA	GK	+
RIPK2	MAP3K7IP2	+
MAPK3	GAB2	0
TP73	TP53I3	+
TFDP1	CES2	+
MRPS7	RPL39	0
CAMKK2	CDK16	+
NR1I3	MAP2K1	+
IGHE	SHC2	+
PSMC1	PSMD3	0
RPL23A	RPS28	0
PTPN6	TRA@	+
MAPK3	VCAM1	-
SAP18	HR	0
SRC	NFKBIA	+
PSMB10	PSMB5	0
PTK2B	TGFB1I1	+
CAMK1G	HRAS	+
AP2A1	CBL	+
NEK4	DDX39A	+
GRK1	OPN1SW	-
SPRY2	FGF22	0
UBQLN2	GPR160	-
CSNK1G1	DVL3	-
PRKCZ	BFAR	+
TRAF2	MAP2K3	+
THPO	HIF1A	+
IL1B	GH1	+
F8	LRP1	+
YES1	G3BP1	+
ATF2	HRK	+
S100B	TNF	-
CDK5	SMYD2	+
SH3GLB1	RET	0
BCHE	ACHE	-
IL2	MAPK11	+
PIP4K2C	ACTN2	0
PAK1	MUSK	0
FOXA2	KCNJ11	+
PTPRE	YES1	+
F2	CXCR4	0
PTEN	BMI1	-
PIK3R3	PDPK1	+
IFNA16	IFNG	+
JAK2	CAMK2A	+
ARNTL	CRY2	+
CLU	TGFB1	-
SERPINB2	PPP1CC	-
STK40	MBNL3	+
PIAS1	STAT2	-
LOC652614	KIR2DS1	+
CDK5RAP2	DYNC1I2	0
STX1A	ACCN2	-
FGF4	PLCG1	+
TUBG1	CP110	0
STRAP	SMAD3	-
RPL29	RPS5	0
TUBG1	PRKAR2B	0
CXCL9	CXCR5	+
ADRBK1	GPR182	+
FKBP1A	TGFB2	-
CSK	SRC	+
IKBKG	NFKB1	+
SUMO1	CDH1	+
WHSC2	TH1L	0
VDAC2	BAX	+
CTNNA2	ACTB	0
RAP1A	BCAM	+
ARID4A	RB1	-
YWHAE	SSNA1	0
ACTR3	CDKN1A	0
WNT5B	FZD4	+
ADRM1	ANAPC5	+
HLA-DRA	CD3E	0
MAPK1	NCOR2	-
FLNB	ITGA9	0
NUP85	NUPL2	0
GNRHR	GNAS	+
E2F1	E2F3	0
BCL2L11	BAX	+
PSMB7	UBR1	0
FZD4	DVL3	+
HIF1A	BHLHE41	+
CDKN2B	CDK4	-
RPS6KB1	RPS23	+
TP53	IGFBP3	+
FOXO1	STAT3	0
RALB	MAPK14	+
AP1B1	AP1G1	0
GRB2	ELK1	+
INADL	CLDN16	0
ERBB2	JAK2	+
NR3C1	SGK1	-
NUP205	THOC4	+
PAAF1	PSME4	0
CCR9	JAK3	+
ARAP1	RHOA	-
TGFB1	ERBB2	+
CTNNB1	BTRC	0
TRA@	CD3E	0
KIT	SH3GL2	0
PTPN12	PIAS2	0
TGFBR1	EIF2A	+
EIF4E	EIF4B	0
PRKACB	EP300	+
PCM1	SSNA1	0
TPR	GCK	+
LPAR2	RELA	+
CER1	WNT2	-
FPR1	SLC9A3R1	0
ILK	PPP1R14A	+
EFNA5	EPHA6	0
CASP4	EIF4G2	+
FOXP3	NFKB1	-
ANAPC11	CDC16	+
CCL11	CCR2	+
CDK4	MBNL3	+
PRKCD	BCAR1	+
IL2RB	PRF1	+
EGFR	CYTH2	+
ADRBK1	CXCR3	+
RPL39	RPLP2	0
STK36	GLI2	+
IL27RA	STAT3	+
EIF4A1	EIF4A2	+
IL12RB2	STAT6	+
CEP63	OFD1	0
PPP2R2A	YWHAE	+
SH3BP2	TRA@	0
CCNB1	ANAPC4	+
EPOR	SOCS3	0
CISH	STAT3	-
EREG	ERBB4	+
IL2RG	DOK2	+
PIM2	EIF4ENIF1	+
MRPS7	RPS18	0
PSMD14	PSMD13	0
PTK6	SMAD2	+
RPS6KA5	NEUROD1	+
TGFBR2	EIF4H	+
IL3RA	JAK2	0
ITGAE	CALR	0
DEC1	CLOCK	-
RGS1	LYN	-
AURKB	ZNF606	+
MAPK14	MYC	+
PSMC3	PSMF1	0
WNT3	FZD6	+
HDAC2	RBBP7	0
TPH1	GPR26	+
NR3C1	PIK3R1	+
COPS5	SMAD7	+
PSMA7	ANAPC7	+
CYBA	NCF1	0
PNPLA2	FGF2	-
SUMO1	NUP214	0
STK11	SMARCD3	+
PSMA6	PSMD5	0
PRKAR1A	PXN	-
NFKBIA	IL2	+
LPAR3	GAB1	+
TFE3	SERPINE1	+
JUN	APOA1	-
MAPK8	DUSP8	+
MAPK11	FOS	+
CEP78	CEP70	0
CHRD	BMP7	-
PRKG1	PLN	-
JUN	IL18R1	+
CNTF	IL6ST	+
CEP76	TUBA1A	0
CYR61	ITGA5	+
SPCS2	INS	+
TNKS	TERT	+
CDK1	CEP78	0
GAB1	FGF21	0
HFE2	BMP2	0
SHANK1	DLGAP1	0
NEK2	TUBA4A	0
SSRP1	CASP3	+
PSME2	PSMF1	0
HCST	PIK3CG	+
UBE2S	HERC2	0
RAD1	CLSPN	0
RPSA	RPS28	0
ADRBK1	OPRM1	-
CACNA1B	CACNG1	0
EIF6	RPS29	+
IGF1R	PIK3CD	+
YWHAE	YWHAZ	+
TYMP	HPGDS	+
HDAC2	HIST2H2AC	+
IL6	TYK2	0
CD3D	CD80	-
EDN1	MAPK8	+
BCR	SHC2	0
E2F1	CTNNB1	-
PPP3R2	ANAPC5	+
EIF5	LOC100291837	+
PSMB6	PSMD5	0
CCR3	GNAI3	+
PLK4	CEP164	0
CCL4L1	CXCR1	+
TGFBR2	SMAD2	+
ANAPC13	ANAPC2	+
ARNT	KDR	+
DAPK1	TSC2	+
ITGA2B	ARF6	+
PIAS3	SMAD4	+
TRIP12	SKP1	+
PSMA4	PSMB5	0
LAMC3	DAG1	+
GSK3B	RSBN1	+
PSME3	PSMA4	0
F2	PRKACB	0
PDGFB	FGFR2	+
GNB5	PDE6B	-
UBC	EIF2S2	0
IFNB1	IFNAR1	+
CDK4	SMAD3	-
PSMD12	SNCA	-
IL2RB	IL2RG	-
ALK	TP53	-
CD3G	SHC2	+
CDK1	DCTN3	0
IL12B	IL23A	0
MAF	IL4	+
SMAD3	MAX	0
PELP1	NR3C1	-
ITGA7	VASP	0
LPAR3	NFKBIA	-
CDC14B	CDC27	+
PSMA6	PSMF1	0
CHP2	ANAPC10	+
PRKCD	ITGB3	+
EGF	CYTH2	+
NTSR1	GNAQ	+
PCNT	SSNA1	0
TP53	MET	+
MAPKAPK5	UBE2I	+
GLI2	WNT10A	+
PSMC1	PSME2	0
RELA	CASP8	-
STAG1	SMC1A	0
CHEK1	CLSPN	+
CD14	SFTPA1	+
INADL	CLDN2	0
IL12RB1	STAT6	+
ZNF274	TP53	+
PROC	GPR172A	+
PTPN5	MAPK10	-
RPL23A	RPL27A	0
CACNG2	CACNA1B	0
GTF2F1	GTF2H4	0
PRKX	LIPE	+
MAPK1	APBB1	+
RAN	AR	+
IL13	PTGS2	+
PDE4D	CAMP	-
SEH1L	MAGOH	+
SKP1	TCF3	+
ELANE	CHUK	-
PSMA1	CDC16	+
NR1H3	NFKBIA	+
MYH14	MYL10	0
SMAD1	GATA4	+
MAPRE1	GH1	-
IL2	PTPN6	+
IAPP	JUN	+
ANAPC1	ANAPC1	0
CALM3	MYLK	+
IL10	IRF6	-
CCNE1	ANAPC1	-
CAMK2A	NOS1	-
ZYX	CRKL	+
EIF3H	EIF3J	0
HBA1	RPL38	0
CXCR6	GNAI3	+
SIN3A	MYC	-
RAC3	WASF3	+
UBXN1	PSMA2	0
DAXX	MAP2K4	+
MLST8	EIF3J	+
TAL1	TERT	-
PPP1R3B	GYS1	+
LAMA2	ITGA2B	+
COL5A3	ITGA5	+
AKT1	PDE3A	+
RAD9A	ATR	+
NFKB2	PTGS2	+
CDCA8	KIF23	+
TNFRSF1A	HDAC3	+
RPL30	RPS21	0
CDK4	ORC4L	+
ELK3	PIK3R2	0
GPHN	GLRA1	0
DYRK1B	PRKACA	+
RPL34	RPS16	0
POU2F1	FBXO32	-
DYNC1I2	CEP164	0
TP53	TCEAL1	+
FYN	BLNK	0
RELA	PPARA	-
FGF6	PLCG1	+
BIRC2	RIPK2	+
BMI1	CDKN2A	-
SOCS5	PRLR	-
FOSL1	IL6	+
CDK15	CBL	+
FBLN1	MAPK3	-
ITGB3	CRKL	+
CCL3L1	XCR1	+
CALR	CTAG1B	-
FGFR2	FGF19	0
IL2RG	IL9R	0
LPAR3	CCL11	0
CAMK2A	CD44	0
RASGRF1	NRAS	+
CCL26	CCR7	+
STK17A	PIR	+
HSPB1	PSMD9	0
SHFM1	PSMB11	0
POLD2	RFC1	+
FGF16	IGF1R	+
MYC	EIF2S1	+
HGF	ODC1	+
PCM1	ACTR1A	0
SMO	NCOA2	+
MYH4	ACTG1	0
FOXM1	NFATC3	+
EGFR	PLCG1	0
DUSP1	MRPL11	-
KIT	SOCS6	0
NEK4	POGZ	+
SYK	ITK	+
TRIM32	MYH1	0
PSMB8	TCEB1	+
PDGFRA	PIK3CB	+
CDK1	CDC25B	+
KDR	SHB	0
KRAS	YWHAG	+
LAMA2	LAMB2	0
E2F2	TFDP1	0
SERPINC1	NOS2	+
THBS3	ITGA8	+
SHC3	PIK3CA	+
TBXA2R	TGM2	-
IBSP	ITGB8	+
INSR	NFKBIA	+
GNA12	ARFGEF1	+
RPL18A	RPL14	0
NEK4	ZNF597	+
YWHAZ	RAD17	-
TUBB2C	HAUS2	0
AR	TMPRSS2	+
MMP2	CDH2	+
PSMB6	TCEB1	+
RPS16	UBB	0
FGFR4	GNA12	+
CHRM1	GNA15	+
PRKACG	STMN1	+
OMG	LINGO1	+
EPS8	ABI1	0
PLCE1	PRKCB	0
STAT4	ETV5	+
MTOR	IRS2	-
HBA2	EIF3A	0
H3F3A	NCAPD2	0
GRB7	CAV1	0
GNAI2	FRK	-
PSMA4	PSMC4	0
GNG4	PIK3R5	+
PLK1	ANAPC10	+
HCK	IL6R	0
VAV1	PIK3CA	+
PTGER1	GNAS	+
TFDP3	E2F1	-
PLCG2	JMJD7-PLA2G4B	+
PSMA8	SLC10A2	0
RPL26	RPS23	0
RPS12	RPS24	0
SDC2	NUDT16L1	0
SOCS5	IL28RA	-
NLRP3	HSP90AA1	0
MYST2	RPS6KA1	0
GNA12	ARHGEF5	+
IL1B	IL6	+
RPL7	UBB	0
DLC1	RHOA	-
FN1	MAPK3	+
PTPN6	OSMR	-
TBK1	ZAP70	+
IL12RB1	CCR5	+
CHRM3	GNAQ	+
ADRM1	PSMA3	0
BMX	TRAT1	+
PTCH1	PTCH1	+
EIF4E	EIF3A	0
TRA@	SHC2	+
SFRP5	FZD9	-
EIF6	RPS27A	+
PTGFR	GNA14	+
MYCBP2	ANAPC13	0
PSMA1	PSMB9	0
IRS1	JAK3	0
HRK	BCL2L1	-
INPP5K	PRKCZ	0
RPL10	RPS20	0
SFRP1	WNT3	-
PRKX	ATF4	+
UCHL5	ANAPC1	+
NRAS	SFN	+
PHKA1	CALM1	0
ANAPC5	FZR1	+
TFDP2	CES3	+
IFNG	LTA	+
NF1	POLR2A	+
CASP3	CTSL1	+
WDR77	DDX20	+
TLR3	IDO1	+
HDAC3	ATF2	-
RPL35	RPL22	0
CREBBP	STAT5A	0
CTBP1	EP300	-
TNC	EDNRA	+
PRKCA	SRA1	+
CCL11	GNB1	0
CLDN23	ESAM	0
CAPNS1	LAMA1	+
TFDP1	CBX5	-
EIF1	RPS15	+
NUP155	GEMIN7	+
CCNT1	COBRA1	+
NUP88	SMN1	+
ITGB6	PRKCA	0
DAG1	PRKCA	+
NUP50	NUP153	0
CD40LG	VCAM1	+
FBXO31	NFKB1	-
SPRED1	KIT	0
PDGFRB	PRKCD	+
PPP1R3C	CALM2	-
RPL19	RPL28	0
GGA3	ARFGAP1	0
PDGFB	NCK1	+
PIK3CA	MAPK7	+
STK24	KLHL25	+
RPL19	RPL24	0
EP300	EIF2S1	+
ADCYAP1	CRH	+
UCHL5	PSMD11	0
MAPK9	FOXO4	+
NEK2	CENPJ	0
CDC26	UBE2C	+
FOXM1	BRCA2	+
SND1	MYB	0
BCL9	CTNNB1	+
CTNNA1	EGFR	+
SDCCAG8	MAPRE1	0
USP7	MDM2	+
IL1RAP	IL1B	-
ITGA7	BCAR1	+
PSMD7	TCEB1	+
MICA	KLRK1	+
WNT11	YES1	+
BCAR1	SRC	0
MAPK12	MAPT	+
GNAL	ADCY3	+
CENPJ	CP110	0
TYK2	TYK2	+
CREB1	CREB3L3	0
PRKACA	SMC3	+
ITGB2	CRKL	+
MDM2	IGF1R	-
POLR3B	POLR2L	0
DYNLL1	CETN2	0
MAPK1	CSRP3	+
MAP3K7	SMO	+
BNIP3L	BCL2	-
PRKAR1A	GNAS	+
PAAF1	SLC10A2	0
KCNE4	KCNQ1	-
FGF20	FGFR4	+
PIK3CD	VAV1	0
TNFSF12	BIRC2	+
TAF9	TAF5	0
HLA-DRA	CBL	+
CTSD	ALDOA	0
PPP2R2A	TGFB3	0
MYLK	MYL12B	+
CDC42	VAV2	+
PTP4A3	BCAR1	-
SRF	HDAC4	0
IRF3	CXCL10	+
PSMD9	PSMC4	0
PLG	TGFB1	+
DNAJA3	JAK2	+
RPL38	RPS15A	0
PSMB1	PSME1	0
GNAZ	S1PR2	0
IL5	IL5RA	+
PSMB7	PSMF1	0
RPL22	RPS4X	0
PTPN11	MAP2K2	+
CRKL	PIK3CD	+
PPP1R3B	PHKB	-
STK11	MARK4	+
PF4	CCR3	+
CCL3	CXCR2	+
BDNF	PIK3R1	+
GRPR	GNA14	+
MAPK14	JUN	+
RAP2A	RALGDS	+
RASGRF2	CACNB4	0
FYN	RAC1	+
FTL	RPL30	0
HSP90AA1	MOS	+
AKT3	GNA12	+
FGF2	STAT5B	+
B2M	PRKCQ	+
TMED7-TICAM2	IRAK1	+
RB1	RB1	+
TNFRSF25	MAP3K14	+
EFNB1	SYNJ1	+
MRPS7	RPL8	0
RPL37	RPS5	0
MAPKAPK2	CREB1	+
NUP88	GEMIN7	+
TP63	RUNX1	+
PSMA4	PSMD4	0
IL1B	NM	+
NFKB1	IL1B	+
PSMB6	PSMC3	0
SIN3A	UBE2D1	0
TICAM1	TLR4	0
MAPK3	MAP2K1	+
SIPA1	RASA1	+
GTF2A2	GTF2A1	0
RRAGA	MLST8	-
PSMD9	TCEB1	+
TGFBR2	NEUROD1	+
SOCS4	IL22RA2	-
LAMB2	ITGA8	+
RASGRP1	CACNA1H	0
PPP3R2	ANAPC1	+
EIF2S2	UBA52	+
PPP3CC	PICALM	+
RXRB	MED1	0
C1QB	C1QB	0
AMH	SMAD9	+
NCOA6	KLK3	+
PAK1	ZBTB44	+
RAC1	NCK2	-
H2AFX	ATR	+
COL2A1	ITGA8	+
GNAI3	NOS3	+
MCM5	ORC5L	0
MAPK1	RHOA	+
CTNNB1	PIK3R1	+
CHUK	AKT2	0
CDK5	PRDM1	+
IRF6	PTGS2	+
PIK3R1	BCAR1	+
VLDLR	DAB1	+
PRKCG	RRAS	+
ITGB1	DPF2	-
PRKX	GLI2	-
PTGER1	GNA11	+
SKP1	CCNE2	-
JUN	PLAU	+
CLASP1	ALMS1	0
PSMB8	ANAPC4	+
CALML6	ADCY3	+
STK11	SAFB2	+
AGTR2	SOS1	+
CACNA1H	CACNB1	0
RAD23B	PAAF1	0
MAP3K7	AKT3	+
NLGN3	NRXN3	+
SHFM1	PSMD7	0
SIRT1	CDKN1B	+
STAT3	MUC1	-
TXN	DNAJA1	-
NINL	PRKAR2B	0
ESR1	GAPDH	+
PSMA5	PSMC4	0
PSMB2	PSME4	0
PSMB4	TRIP12	0
INS	SGK1	+
CAMK2B	MYLK	+
GNAS	ADCY9	+
DVL1	LRP6	0
RPL10L	RPL5	0
CBLB	IL20RB	-
MAPK1	CASP9	-
FGFR3	EPN1	0
IFNA7	IFNGR2	+
JAK3	STAT2	+
RPL30	RPS13	0
PRKCA	TGFB1I1	+
FGFR1	NEUROD1	+
STAT5B	HSD17B4	-
VCAM1	SRC	+
TUBB	GRIN2A	0
POLD4	POLD4	+
RPSA	RPS7	0
NKX2-5	MEF2C	+
LAMA1	SPTAN1	0
ERBB4	JAK2	0
CCL1	CCR1	+
ITGA2B	ACTN1	0
RPL29	RPS13	0
GNA11	CFB	+
PSMA4	PSMB1	0
POLR2A	TAF1	0
ADIPOQ	STAT3	-
GNB4	PIK3R1	+
PRKCZ	IKBKB	+
GRK4	CXCR1	+
GNB1	F2R	0
INADL	CNTNAP1	0
GNG4	PLCB1	+
CBX5	HDAC11	0
CX3CL1	CXCR1	+
DUSP2	MAPK10	-
CREBBP	RARB	0
FGF1	EGFR	+
MAPK9	RPA2	+
PDPK1	ITGB3	+
FOS	KRT5	+
HUS1	CEP164	0
SLC17A7	STXBP1	+
YWHAE	CSNK1E	0
TPR	NUP205	0
FLNA	ITGA2	0
HLA-G	KIR2DL1	+
SOCS2	IFNGR1	-
CREBBP	NR3C1	0
TNF	F3	+
FPR1	P2RY2	0
MFNG	JAG1	+
MAPK6	RCC1	+
CXCR4	SELL	+
LDLRAP1	CBL	+
CDH1	HGF	-
RPL7	RPS3A	0
PSMC2	PSMD9	0
RPS6KA2	SOX2	+
HDAC3	EP300	+
COL1A1	ITGB7	+
IBSP	ITGA1	+
RPL35	HBA2	0
CLDN4	CLDN1	0
SAR1B	APOA1	+
FBXO31	GLI2	-
HES1	E2F1	-
PSMA7	PSMB9	0
TFDP1	CES4	+
UBR1	PSMB3	0
NPHS1	PIK3R3	+
TNFSF12	ICAM1	+
GCG	NPY	+
CACNA1H	CACNG3	0
MET	SHC3	0
INPP5D	PIK3R2	0
MCC	CFTR	-
CREBBP	TCF4	0
FCER1G	FCGR2B	0
MAP3K5	CASP8	+
PSMD3	PSMA3	0
NPAS2	TIMELESS	+
PRKCG	JAM2	+
GRAP2	HRAS	+
CXCL10	MAP2K6	+
RPS5	EIF2S2	0
PSMD9	ANAPC7	+
RAD23B	CDC20	+
HGF	SPINT1	+
OSM	HGF	+
DES	VIM	+
IL2RG	STAT5B	+
NINL	CKAP5	0
UCHL5	ANAPC2	+
CBL	IFNGR2	-
CTBP1	SIN3A	0
IL6R	JAK2	+
UCHL5	CUL1	+
ADIPOQ	IL6	+
PCOS1	AMH	+
SRPK1	MDFI	+
ERCC3	POLR2H	+
PSMD2	PSMD10	0
SH3BP5	LYN	-
PRKACB	GNGT1	+
THBS1	FGF13	-
TNFRSF1A	MAP3K1	+
AP1S2	NFKB1	+
HIPK4	TP53	+
ITGB1	PARVA	0
RPL22	RPS3	0
EIF2S3	RPS18	0
EFNA3	EPHA5	+
BUB1B	CDC26	-
SYNGAP1	HRAS	-
EIF5B	RPS19	+
PSMC1	CDC23	+
MYB	CSF1R	-
PRKACA	TUBA1A	0
MAPK14	EIF4E	+
PIK3R1	MAP2K2	+
FRS2	PIK3CA	+
TP53	SERPINB5	+
TP53	TERT	-
PIK3R2	PTPN6	0
GSK3B	PSPC1	+
GLI2	WNT3A	+
PSMD12	ANAPC11	+
RLN2	RXFP1	+
GNAI1	PIK3CA	+
TGFB1	F2RL1	-
HDAC1	MYEF2	-
SOX17	LEF1	-
MAD1L1	MAD2L1	+
ARRB2	MAPK3	-
TP73	CASP2	+
EIF3A	EIF2S1	0
SH2D1A	FYN	+
DCC	CDC42	+
PTPRA	INSR	+
TNC	ITGA2	+
ETS1	FOS	0
POLR2C	RDBP	0
PSMA2	UBE3C	0
TP53	BHLHE40	+
GNAI1	ADCY4	-
MCM7	ORC5L	0
RPL11	RPS7	0
SHC3	MAPK11	+
MRAS	RAF1	+
MAGED1	MAPK8	+
FOXO3	CAT	+
NRG1	STAT5B	+
TP53	BAI1	+
STK11	BRSK2	+
CEP152	PCM1	0
IL4	CCR3	+
EP300	DCP1A	+
MMP7	FAS	+
EDN1	CSF2	+
JUN	CCND2	+
RPL37	RPS23	0
MAPK8IP1	MAP3K10	+
FOS	PLAU	+
GZMH	GZMB	+
TTF2	ERVK2	+
GNG10	PREX1	+
TYK2	ITGA3	+
GNGT1	SRC	+
ILK	PIK3R3	0
CLDN23	CLDN9	0
CCNB1	SFN	0
PSMA6	BTRC	+
APOC3	APOC2	0
RASGRP1	CACNB4	0
RELA	TGFB2	+
GNG3	PREX1	+
LIG3	LIG3	+
TH1L	GTF2F1	0
RPS6KB1	BAD	-
RPS21	RPS23	0
RASGRP2	CACNG8	0
SMAD3	NOTCH1	0
CEP70	MAPRE1	0
SOCS3	GAB2	0
UBE3A	PSMF1	0
PPP2CB	PPP2R5C	0
COL11A1	SDC4	+
IDE	PSMD6	0
NCRUPAR	F2R	+
NLK	PRKACA	+
PTEN	SHC1	-
ITGB4	VASP	0
POLH	ATR	+
GABBR1	GNAO1	+
GNG3	PIK3CD	+
PLK1	TP63	-
BMPR2	UHMK1	+
RAPGEF1	CRKL	0
EGFR	PITPNA	0
PRKACG	PRKAR2B	0
TSPAN1	ITGA9	0
TP53	MAPK3	-
UBE2I	UBE3A	0
GNRH1	PRL	+
PSME3	SNCA	-
NFATC1	PPARG	0
RASGRF2	CACNG7	0
ARHGEF1	ARHGAP1	+
CXCL2	CXCR5	+
IL10	CCL2	+
HDAC1	MEF2D	0
IKBKB	IRS1	-
RFC5	RFC3	0
RPL4	RPS14	0
DYNC1I2	DCTN2	0
FYN	EGF	+
FGF6	FGFR1	0
SFTPA1	MAPK3	+
IFNA10	IFNAR1	0
MAP2K6	ABL1	+
CSNK1G1	PAXBP1	+
C1QA	C1QA	0
GNB1	SHC1	+
PSMA8	PSMD6	0
PTK2B	LYPLAL1	+
IL2	MAPK3	+
RPS21	FXR2	0
ITGA4	ACTN3	0
MAP3K7IP1	MAPK14	+
CAMK1	HDAC9	+
PRKAR2B	CEP164	0
PRKAA2	PRKAB1	0
ITGA11	THY1	0
LRP6	FZD5	0
PSMC4	PSMB6	0
RAE1	NUPL2	0
COPS5	CDKN1B	-
USP6NL	CAMK2A	+
PIK3R5	PLCG2	+
TUBA4A	DCTN1	0
PTK2B	TXN	+
JAK3	GRB2	+
FGF6	PTPN11	0
PRKCD	RHOA	+
PSMA2	PSMD8	0
FGF19	MET	+
TRA@	PIK3R1	+
FGF5	EGFR	+
GMFB	CSF2	+
IL13	ELN	+
SOCS5	IL23R	-
RAF1	HCLS1	+
H3F3B	PRKACG	0
PPP2CA	RPS6KB2	-
E2F5	PTPN11	0
PIK3R1	PIK3CA	+
MAPK14	DYRK1B	-
MYL3	MYL4	0
ITGAL	CRKL	+
IRS1	SHC3	0
YWHAQ	LAMA4	0
KCNE2	HCN4	+
PPP2R1A	YWHAE	+
EDN1	ICAM1	+
PXN	STAT3	+
CCR5	CXCL12	0
CDK5	DNM1	+
TGFBR1	TGFBRAP1	0
CTBP1	SIN3B	0
PVRL4	PARD3	+
CTBP1	AES	0
NEDD8	TP53	0
NOTCH1	PTPN6	0
MYLPF	MYH7	0
MAP4K1	MAPK8	+
DOK4	RET	0
CCR1	ARRB2	0
ROCK2	PIP5K1A	+
C1QC	C1R	0
PSMC2	TCEB1	+
CPT1A	ACSL6	0
DCTN2	ACTR1A	0
IRF9	FOS	-
TSPYL2	MAPK3	+
RPS16	RPS11	0
RAC1	NCKAP1	+
RPL5	RPLP1	0
ATM	RAD1	+
RDBP	CTDP1	0
PIP5K1C	VCL	0
PSMD11	PSMC2	0
FANCI	FANCM	+
RPSA	MRPS7	0
EIF5B	RPL5	+
KITLG	SH2B2	+
AAAS	NUP43	0
PRKCB	LPAR3	+
NFKB1	NSMAF	-
ADAM9	ITGA6	+
ADIPOQ	ADIPOR1	+
PTTG1	ESPL1	-
GSG2	FGFR1	+
SMARCC1	GTF3A	+
EZR	PRKAR2A	0
PSMB7	UBE3A	0
PIK3AP1	PIK3CD	0
PIK3R5	LAT	0
GRB2	PRKCZ	+
RPL19	RPS25	0
ITGAV	ITGB1	0
CSNK1A1L	ASAP3	+
FGF1	SHC2	0
ROCK2	PRKCZ	+
NGFR	RAC1	+
MTOR	CYCS	+
GNB1	TRA@	-
SAP18	SIN3A	0
SAP18	CBX5	0
FIGF	SHC1	+
YWHAH	RIN1	-
MAPK12	SNTA1	+
MAPK1	FGF6	-
MYO3A	UHMK1	+
LAMA3	CTTN	+
PTPN7	MAPK12	-
CRH	CRHR2	+
ITGB1	THY1	0
CTNNB1	HIF1A	+
NFKBIB	CUL1	0
PRKCA	PPP2R4	+
DYRK2	VHL	+
MAP2K7	HLCS	+
HBA2	RPL3	0
EPOR	CRKL	+
HRAS	MAP3K1	+
RPS24	RPS3A	0
RAC2	MAP2K4	+
WNT16	FZD3	+
RPS3	RPS5	0
NEDD1	CP110	0
RPL18A	RPS5	0
RPL30	RPL31	0
IL12B	CCL4L1	+
WNT9B	FZD9	+
MAPK11	MAPKAPK5	+
NFKBIA	IKBKAP	0
RPS6KB1	RPS6	+
MAPK8	DUSP9	+
E2F1	MCM3	+
LOC652671	JUP	+
CSRP1	ACTN1	0
BRCA1	IGF1R	+
TNFRSF13B	TNFSF13B	-
MYH9	ACTB	0
LAMC3	CD44	+
IL12RB1	PIK3R1	+
SMO	GLI3	+
CD40LG	ICAM1	+
KIR2DL5A	PTPN6	+
RAF1	ASAP3	+
MAPK3	YWHAG	-
STK24	NEK6	+
YWHAE	RAF1	0
DYNLL1	TUBB4	0
CTTN	WASL	+
CSNK1E	TUBB4	0
CDKN1A	RAC1	+
IL6R	PTPN11	+
CCK	CCKBR	+
NEK4	DHX32	+
MST1	MAPK1	+
FGD1	CDC42	+
YWHAQ	YWHAB	+
MEF2C	ESRRA	+
RAB3A	SNAP25	+
NFKB1	IL23A	+
TBXA2R	SYK	+
SSB	POLR3E	+
IL18R1	MAPK9	+
AKT1	PRKCE	0
PSMD2	PSME2	0
VTN	ITGB1	+
RPL41	RPS4Y1	0
PSMA3	CDC26	+
PSMD2	SLC10A2	0
ITGA9	PXN	0
RIPK1	MAP2K4	+
ADARB1	GRIA2	-
MAD2L2	ANAPC7	-
TERT	PTGES3	0
NRBP1	COPS5	-
YES1	PXN	+
CSNK1D	FGFR1OP	0
COL5A1	ITGA8	+
CSNK1E	DNM2	+
COBRA1	CTDP1	0
GTF2H2	ERCC5	0
ITGA2B	ITGB4	0
TNFAIP3	RIPK2	-
HSP90B1	BAG1	+
CXCL9	CCR2	+
XIAP	CASP6	-
TGFB3	TGFB3	-
TRADD	TNIK	+
CLDN2	ESAM	0
PKD1	SFRP4	+
BIRC3	SMPD1	+
RPS6KA2	CSK	+
CAMK2A	SYT1	+
SIN3B	SUFU	0
ANGPT1	BMX	+
ITGA4	PARVG	0
PRKCA	CSRP3	+
VTN	ITGAV	+
IL1B	CDKN1A	+
TGFB2	GREM1	+
ITGA3	CRKL	+
HNF4A	GCK	+
LDLRAP1	GRB2	+
UBQLN1	PSMB6	0
IRAK1	IRAK2	+
CD4	BCL2	+
PPARG	MMP9	-
AKAP9	DCTN1	0
PSMA6	CKS1B	+
CCR5	CXCR4	+
F11R	JAM2	0
