Source	Target	Sign	Network
JUN	BRCA1	+	GRN
JUN	MMP2	+	GRN
JUN	ABCB1	+	GRN
JUN	AR	-	GRN
JUN	PTN	+	GRN
JUN	FAS	+	GRN
JUN	REN	+	GRN
JUN	TNF	+	GRN
JUN	ITGAX	+	GRN
JUN	IFNG	+	GRN
JUN	CCL5	+	GRN
JUN	CD82	+	SN
JUN	VDR	+	GRN
JUN	TGFB1	+	GRN
JUN	DDIT3	+	GRN
JUN	STMN1	+	GRN
JUN	CSF2	+	GRN
JUN	LBP	-	GRN
JUN	EZR	+	GRN
JUN	EGFR	+	GRN
JUN	TP53	-	SN
JUN	FOSL1	+	GRN
JUN	TNC	+	GRN
JUN	RHOB	+	GRN
JUN	MMP1	+	GRN
JUN	IL12B	+	SN
JUN	VEGFA	-	SN
JUN	PTGS2	+	GRN
JUN	MMP13	+	GRN
JUN	GJA1	+	SN
JUN	KRT16	+	GRN
JUN	SMAD7	+	GRN
JUN	PPARD	+	GRN
JUN	IL5RA	+	SN
JUN	UGT2B15	+	SN
JUN	MMP9	+	GRN
JUN	PGR	-	GRN
JUN	SPI1	+	GRN
JUN	CTSL	+	GRN
JUN	CYP19A1	-	GRN
JUN	MEF2D	+	GRN
JUN	MYC	-	GRN
JUN	ATF3	+	GRN
JUN	ETS1	+	GRN
JUN	NOX5	+	GRN
JUN	VCAM1	+	GRN
JUN	MMP7	+	GRN
JUN	CXCL8	+	GRN
JUN	IL2	-	GRN
JUN	PLAT	+	GRN
JUN	NQO1	-	GRN
JUN	CDKN1A	-	GRN
JUNB	EGFR	+	GRN
JUNB	BCL2L1	-	SN
JUNB	BCL2	-	GRN
JUNB	PTGS2	+	SN
JUND	NOS2	+	GRN
JUND	MYB	+	GRN
JUND	GADD45A	+	GRN
JUND	TGFB1	+	GRN
JUND	ITGAV	-	GRN
JUND	FOSL1	+	GRN
JUND	MMP13	+	GRN
JUND	CCR4	+	GRN
JUND	SOX4	+	GRN
KAT2A	SMAD2	+	SN
KAT2B	SMAD2	+	SN
KAT2B	HNF1A	+	SN
KAT2B	NOTCH1	+	SN
KAT2B	EP300	+	SN
KAT2B	CREBBP	+	SN
KAT2B	CDK2	-	SN
KAT2B	AR	+	SN
KAT5	SRSF2	-	SN
KAT5	TP53	+	SN
KAT5	NOTCH1	+	SN
KAT5	MYC	+	SN
KAT5	ATM	+	SN
KAT5	AR	+	SN
KAT6A	RUNX2	+	SN
KAT6A	HIST1H3F	+	GRN
KAT6A	TP53	+	SN
KAT6A	RUNX1	+	SN
KAT6A	HOXA9	+	SN
KDM1A	TP53	-	SN
KDM1A	AR	+	SN
KDM1A	KLK3	+	SN
KDM1B	HIST1H3F	-	SN
KDM2B	NQO1	+	SN
KDM3A	AR	+	SN
KDM4A	HIST1H1E	+	SN
KDM4A	BCL2L11	-	SN
KDM4A	AR	+	SN
KDM5B	CBX4	+	SN
KDM5C	HIST1H3F	-	SN
KDM6A	HIST1H3F	+	SN
KDM6A	RB1	+	SN
KDM7A	AR	+	SN
KDR	SHC2	+	SN
KDR	ANXA5	+	SN
KDR	SHC1	+	SN
KDR	PLCG1	+	SN
KEAP1	GSTA1	-	SN
KEAP1	GABPA	-	SN
KEAP1	RAC1	-	SN
KEAP1	NFE2L2	-	SN
KEAP1	IKBKB	-	SN
KHDRBS2	CREBBP	-	SN
KHSRP	DVL3	-	SN
KIF13B	TRPV1	+	SN
KIF7	GLI3	+	SN
KIF7	GLI2	+	SN
KIF7	GLI1	+	SN
KIT	SPRED2	+	SN
KIT	STAT5B	+	SN
KIT	GRB7	+	SN
KIT	STAT5A	+	SN
KIT	LYN	+	SN
KIT	JAK2	+	SN
KIT	GRB2	+	SN
KITLG	KIT	+	SN
KL	TRPV5	+	SN
KL	TRPV6	+	SN
KL	IGF1R	-	SN
KLF10	CDKN1A	+	GRN
KLF11	INS	+	GRN
KLF12	TFAP2A	-	GRN
KLF15	LRP5	+	GRN
KLF2	CXCR4	-	SN
KLF2	NFE2L2	+	GRN
KLF2	THBD	+	GRN
KLF2	NOS3	+	SN
KLF4	SRF	-	GRN
KLF4	CDH1	+	GRN
KLF4	BIRC5	-	GRN
KLF4	CCND1	+	GRN
KLF4	GPA33	+	GRN
KLF4	LAMA3	+	GRN
KLF4	VDR	-	GRN
KLF4	RARA	-	GRN
KLF4	NANOG	+	GRN
KLF4	ATF3	+	GRN
KLF4	THBD	+	GRN
KLF4	CDKN1A	+	SN
KLF4	PFKP	+	GRN
KLF5	BIRC5	+	GRN
KLF5	FGFBP1	+	GRN
KLF5	NOTCH1	+	GRN
KLF5	FASN	+	GRN
KLF6	NOS2	+	GRN
KLF6	DAPK2	+	GRN
KLF6	MMP9	-	GRN
KLF6	LTC4S	+	GRN
KLF6	ATF3	+	GRN
KLK3	IGFBP3	+	SN
KLKB1	PRKAG1	+	SN
KMT2A	RELB	+	SN
KMT2A	HOXA7	+	SN
KMT2A	HOXC8	+	SN
KMT2A	KAT8	+	SN
KMT2A	MEN1	+	SN
KMT2A	CDKN2C	+	SN
KMT2A	HIST1H3F	+	SN
KMT2A	HOXA9	+	SN
KMT2A	CDKN1B	+	SN
KMT2B	RELB	+	SN
KMT2B	HIST1H3F	+	SN
KMT2D	ESR1	+	SN
KMT2E	HIST1H3F	+	SN
KMT5A	TP53	+	SN
KNL1	BUB1	+	SN
KNL1	BUB1B	+	SN
KNSTRN	KIF2B	-	SN
KPNA2	CHEK2	+	SN
KPNA3	NOTCH1	+	SN
KPNA4	NOTCH1	+	SN
KPNA6	NOTCH1	+	SN
KRAS	PIK3CG	+	SN
KRAS	PIK3CB	+	SN
KRAS	PIK3CD	+	SN
KRAS	RASSF1	+	SN
KRAS	RALGDS	+	SN
KRAS	RAF1	+	SN
KRAS	PIK3CA	+	SN
KRAS	MAP3K1	+	SN
KRAS	TCF3	+	SN
KRAS	BRAF	+	SN
KRT1	MPO	+	SN
KRT1	APC	+	SN
KSR1	RAF1	+	SN
KSR1	BRAF	-	SN
KSR2	RAF1	+	SN
KSR2	MAP3K8	-	SN
L1CAM	PLXNA1	+	SN
L1CAM	NRP1	+	SN
L1CAM	EZR	+	SN
LAMA1	ITGB8	+	SN
LAMB1	ITGB8	+	SN
LAMB1	ITGB4	+	SN
LAMTOR3	MAP2K1	+	SN
LAMTOR3	MAPK3	+	SN
LAT	PIK3R1	+	SN
LAT	PIK3CA	+	SN
LAT	GRB2	+	SN
LCK	SH2B3	+	SN
LCK	DAPP1	+	SN
LCK	CD5	+	SN
LCK	DEF6	+	SN
LCK	MED28	+	SN
LCK	SLAMF1	+	SN
LCK	PIK3CG	+	SN
LCK	ADAM15	+	SN
LCK	DOK1	+	SN
LCK	CD33	+	SN
LCK	SIGLEC10	+	SN
LCK	FOXP3	-	SN
LCK	IL2RB	+	SN
LCK	VAV1	+	SN
LCK	RASA1	+	SN
LCK	VAV2	+	SN
LCK	CTLA4	+	SN
LCK	LCP2	+	SN
LCK	CD247	+	SN
LCK	ZAP70	+	SN
LCK	MUC1	+	SN
LCK	NOTCH1	+	SN
LCK	MAPK1	+	SN
LCK	CBL	+	SN
LCK	RAF1	+	SN
LCK	NFKBIA	+	SN
LCK	SHC1	+	SN
LCK	MAPK3	+	SN
LCK	STAT1	+	SN
LCK	PTPN6	+	SN
LCK	PRKCQ	+	SN
LCK	LAT	+	SN
LCK	CD28	+	SN
LCK	SOCS3	+	SN
LCK	PTEN	+	SN
LCK	TRPV4	+	SN
LCK	PLCG2	+	SN
LCK	PLCG1	+	SN
LCK	ITK	+	SN
LCK	ESR1	+	SN
LEF1	PITX2	+	GRN
LEF1	TLE1	+	GRN
LEF1	MITF	+	GRN
LEF1	CLDN2	+	GRN
LEF1	NRCAM	+	GRN
LEF1	BIRC5	+	GRN
LEF1	CDX1	+	GRN
LEF1	DSP	-	SN
LEF1	AR	+	GRN
LEF1	T	+	GRN
LEF1	MYCBP	+	GRN
LEF1	CD1D	-	SN
LEF1	DCT	+	GRN
LEF1	MMP7	+	SN
LEF1	MITF	+	GRN
LEF1	ELANE	+	GRN
LEP	LEPR	+	SN
LEPR	STAT4	+	SN
LEPR	TYK2	+	SN
LEPR	JAK2	+	SN
LEPR	JAK1	+	SN
LFNG	DLL3	+	SN
LFNG	NOTCH2	+	SN
LFNG	NOTCH1	+	SN
LFNG	JAG1	-	SN
LHX3	FSHB	+	GRN
LHX4	POU1F1	+	GRN
LIF	LIFR	+	SN
LIF	IL6ST	+	SN
LIMK1	CFL2	+	SN
LIMK1	CFL1	+	SN
LIPH	LPAR4	+	SN
LIPH	LPAR2	+	SN
LMO4	BRCA1	-	SN
LPAR1	GNA12	+	SN
LPAR1	GNA13	+	SN
LPAR1	GNAI1	+	SN
LPAR1	GNAQ	+	SN
LPAR2	GNA13	+	SN
LPAR2	GNAI1	+	SN
LPAR3	GNA13	+	SN
LPAR3	GNAQ	+	SN
LPAR3	GNAI1	+	SN
LPAR6	GNAQ	+	SN
LRIG1	ERBB3	+	SN
LRIG1	ERBB2	+	SN
LRIG1	EGFR	-	SN
LRP2	SHH	+	SN
LRP5	AXIN1	+	SN
LRP6	AXIN1	+	SN
LRP6	GSK3B	-	SN
LRRFIP1	TNF	-	GRN
LRRFIP2	DVL3	+	SN
LRRK2	SH3GL1	-	SN
LRRK2	SH3GL2	-	SN
LRRK2	MSN	+	SN
LRRK2	ARHGEF7	+	SN
LRRK2	SNCA	+	SN
LRRK2	MAPT	-	SN
LRRK2	ARFGAP1	-	SN
LRRK2	SNAPIN	-	SN
LRRK2	DVL3	+	SN
LRRK2	AKT1	+	SN
LTBP1	TGFB1	+	SN
LTK	PIK3CG	+	SN
LTK	CBL	+	SN
LTK	RAF1	+	SN
LTK	SHC1	+	SN
LTK	IRS1	+	SN
LTK	PLCG1	+	SN
LYL1	ERG	+	GRN
LYN	CD79B	+	SN
LYN	SYK	+	SN
LYN	STAT5A	+	SN
LYN	SLAMF1	+	SN
LYN	SHC1	+	SN
LYN	PTK2	+	SN
LYN	KIT	+	SN
LYN	CSF2RB	+	SN
LYN	CDKN1B	-	SN
LYN	BTK	+	SN
MADCAM1	ITGB7	+	SN
MAF	MYB	-	SN
MAF	NFE2L2	+	SN
MAF	CRYAB	+	SN
MAF	CRYAA	+	GRN
MAF	IL10	+	GRN
MAF	ETS1	-	GRN
MAF	ITGB7	+	SN
MAF	MMP13	+	SN
MAF	IL4	+	SN
MAF1	TBP	-	SN
MAFG	JUN	-	SN
MAL	MYD88	+	SN
MAML1	TP53	+	SN
MAML1	NOTCH2	+	SN
MAML1	NOTCH1	+	SN
MAML1	EP300	+	SN
MAML1	CTNNB1	+	SN
MAML1	CCNT1	+	SN
MAML2	NOTCH2	+	SN
MAML2	NOTCH1	+	SN
MAML3	NOTCH2	+	SN
MAML3	NOTCH1	+	SN
MAP1B	DAPK1	+	SN
MAP1LC3B	SQSTM1	+	SN
MAP1LC3B	NBR1	-	SN
MAP1LC3B	ATG3	+	SN
MAP1LC3C	NBR1	-	SN
MAP2K1	TAL1	-	SN
MAP2K1	MAPK1	+	SN
MAP2K1	RPS6KA4	+	SN
MAP2K1	IRS1	-	SN
MAP2K1	MAPK6	+	SN
MAP2K1	ARRB2	+	SN
MAP2K1	MAPK3	+	SN
MAP2K1	PPARG	-	SN
MAP2K1	GSK3B	+	SN
MAP2K1	GLI1	+	SN
MAP2K2	MAPK3	+	SN
MAP2K2	PPARG	+	SN
MAP2K4	MAPK12	+	SN
MAP2K4	MAPK11	+	SN
MAP2K4	MAPK14	+	SN
MAP2K4	MAPK9	+	SN
MAP2K4	MAPK10	+	SN
MAP2K4	RXRA	-	SN
MAP2K4	MAPK8	+	SN
MAP2K5	MAPK7	+	SN
MAP2K6	PAK6	+	SN
MAP2K6	MAPK8	+	SN
MAP2K6	NFE2L2	-	SN
MAP2K6	CRK	+	SN
MAP2K7	FADD	-	SN
MAP2K7	MAPK8	+	SN
MAP3K1	CRTC1	+	SN
MAP3K1	EPHA4	+	SN
MAP3K1	MAPK8	+	SN
MAP3K1	STAT3	+	SN
MAP3K1	MAP2K7	+	SN
MAP3K1	MAPK1	+	SN
MAP3K1	MAP2K6	+	SN
MAP3K1	SMAD2	+	SN
MAP3K1	MAPK3	+	SN
MAP3K1	MAP2K4	+	SN
MAP3K1	MAP2K1	+	SN
MAP3K1	FADD	-	SN
MAP3K1	CHUK	+	SN
MAP3K1	IKBKB	+	SN
MAP3K10	MAP2K4	+	SN
MAP3K11	MAP2K4	+	SN
MAP3K12	MYL12A	+	SN
MAP3K12	MAP2K4	+	SN
MAP3K13	MAP2K7	+	SN
MAP3K14	STAT3	+	SN
MAP3K14	MAP3K1	+	SN
MAP3K14	IKBKB	+	SN
MAP3K2	PROK2	+	SN
MAP3K2	MAP2K4	+	SN
MAP3K2	MAP2K1	+	SN
MAP3K2	NFKBIA	+	SN
MAP3K20	MAP2K4	+	SN
MAP3K3	MAP4K3	+	SN
MAP3K3	RCAN1	+	SN
MAP3K3	MAP2K5	+	SN
MAP3K3	NFKBIA	+	SN
MAP3K3	MAP2K3	+	SN
MAP3K3	MAP2K4	+	SN
MAP3K3	IKBKB	+	SN
MAP3K4	MAP4K3	+	SN
MAP3K4	MAP2K4	+	SN
MAP3K5	MAP2K4	+	SN
MAP3K5	MAPK8	+	SN
MAP3K5	CDKN1A	+	SN
MAP3K6	MAP2K4	+	SN
MAP3K7	HIPK2	+	SN
MAP3K7	IKBKG	+	SN
MAP3K7	MAP2K4	+	SN
MAP3K7	MAPK8	+	SN
MAP3K7	NFKBIA	-	SN
MAP3K7	NFKB1	+	SN
MAP3K7	IKBKB	+	SN
MAP3K8	MAP2K5	+	SN
MAP3K8	MAP2K3	+	SN
MAP3K8	MAP2K4	+	SN
MAP3K8	NFKB1	-	SN
MAP3K8	MAP2K2	+	SN
MAP3K8	MAP3K14	+	SN
MAP3K8	MAP2K1	+	SN
MAP3K8	CHUK	+	SN
MAP3K8	PLK1	+	SN
MAP4K1	MAPK8	+	SN
MAP4K1	MAP3K1	+	SN
MAP4K2	MAP3K1	+	SN
MAP4K3	MAPK14	+	SN
MAP4K3	PRKCQ	+	SN
MAP4K3	MAP3K1	+	SN
MAP4K4	MAP3K1	+	SN
MAP4K5	GSK3B	-	SN
MAPK1	SMAD2	+	SN
MAPK1	NCF1	+	SN
MAPK1	MAFA	+	SN
MAPK1	BMF	+	SN
MAPK1	RPTOR	+	SN
MAPK1	EXOC7	+	SN
MAPK1	CIC	-	SN
MAPK1	BCL2L11	-	SN
MAPK1	PLAA	+	SN
MAPK1	RPS6KA5	+	SN
MAPK1	ARHGEF2	+	SN
MAPK1	SPHK1	+	SN
MAPK1	TWIST1	+	SN
MAPK1	TSC2	-	SN
MAPK1	TSC1	-	SN
MAPK1	TP53	+	SN
MAPK1	STK11	-	SN
MAPK1	STAT5A	+	SN
MAPK1	STAT3	+	SN
MAPK1	STAT1	+	SN
MAPK1	SOS1	+	SN
MAPK1	RXRA	+	SN
MAPK1	RPS6KB1	+	SN
MAPK1	RAF1	+	SN
MAPK1	MAP2K1	+	SN
MAPK1	MAPK3	+	SN
MAPK1	PPARG	-	SN
MAPK1	PML	+	SN
MAPK1	PDE4D	+	SN
MAPK1	PCYT1A	-	SN
MAPK1	PAK1	+	SN
MAPK1	NFKB1	+	SN
MAPK1	MYC	+	SN
MAPK1	MITF	+	SN
MAPK1	MCL1	+	SN
MAPK1	MBP	-	SN
MAPK1	SMAD4	+	SN
MAPK1	LCK	+	SN
MAPK1	L1CAM	+	SN
MAPK1	JUN	+	SN
MAPK1	H3F3B	+	SN
MAPK1	GTF2I	+	SN
MAPK1	GSK3B	+	SN
MAPK1	FOS	+	SN
MAPK1	FGFR1	-	SN
MAPK1	ESR1	+	SN
MAPK1	EP300	+	SN
MAPK1	ELK1	+	SN
MAPK1	EIF4EBP1	-	SN
MAPK1	EGFR	+	SN
MAPK1	DAPK1	+	SN
MAPK1	CSNK2A1	+	SN
MAPK1	CREBBP	+	SN
MAPK1	CEBPA	-	SN
MAPK1	CDKN1B	+	SN
MAPK1	CDKN1A	+	SN
MAPK1	CDK2	+	SN
MAPK1	CDK1	-	SN
MAPK1	RUNX1	+	SN
MAPK1	CASP9	-	SN
MAPK1	CASP8	-	SN
MAPK1	CAPN2	+	SN
MAPK1	BRAF	-	SN
MAPK1	BCL6	+	SN
MAPK1	BCL2	+	SN
MAPK1	BAD	-	SN
MAPK1	AR	+	SN
MAPK1	PARP1	+	SN
MAPK10	BCL2L11	+	SN
MAPK10	TP53	+	SN
MAPK10	MCL1	+	SN
MAPK10	JUN	+	SN
MAPK10	ELK1	+	SN
MAPK11	SMAD2	+	SN
MAPK11	RPS6KA5	+	SN
MAPK11	TWIST1	+	SN
MAPK11	TP53	+	SN
MAPK11	NFE2L2	-	SN
MAPK11	EGFR	-	SN
MAPK12	NFE2L2	-	SN
MAPK13	TP53	+	SN
MAPK13	NFE2L2	-	SN
MAPK14	SMAD2	+	SN
MAPK14	EZH2	+	SN
MAPK14	CDT1	+	SN
MAPK14	PAK6	+	SN
MAPK14	PLAA	+	SN
MAPK14	RPS6KA5	+	SN
MAPK14	CFLAR	+	SN
MAPK14	USF1	+	SN
MAPK14	TWIST1	+	SN
MAPK14	TP53	+	SN
MAPK14	STAT4	+	SN
MAPK14	STAT3	+	SN
MAPK14	STAT1	+	SN
MAPK14	SMARCD3	+	SN
MAPK14	RB1	+	SN
MAPK14	MAPK3	-	SN
MAPK14	NFKBIA	-	SN
MAPK14	NFE2L2	-	SN
MAPK14	MEF2D	+	SN
MAPK14	MEF2A	+	SN
MAPK14	MAX	+	SN
MAPK14	JUN	+	SN
MAPK14	H3F3B	+	SN
MAPK14	GSK3B	-	SN
MAPK14	FOS	+	SN
MAPK14	FGFR1	-	SN
MAPK14	ESR1	+	SN
MAPK14	ELK1	+	SN
MAPK14	EIF4EBP1	-	SN
MAPK14	EGFR	-	SN
MAPK14	GADD45A	+	SN
MAPK14	CDKN1A	+	SN
MAPK14	CASP8	-	SN
MAPK14	CASP3	-	SN
MAPK14	BCL2	-	SN
MAPK14	CCND1	+	SN
MAPK14	BAX	+	SN
MAPK15	JUN	+	SN
MAPK3	CIITA	+	SN
MAPK3	UBTF	+	SN
MAPK3	CIC	-	SN
MAPK3	MED1	+	SN
MAPK3	TFCP2	+	SN
MAPK3	NUP50	-	SN
MAPK3	POU5F1	-	SN
MAPK3	SYN3	+	SN
MAPK3	MRTFA	-	SN
MAPK3	RRN3	+	SN
MAPK3	SULT4A1	-	SN
MAPK3	NCKIPSD	+	SN
MAPK3	TOB1	-	SN
MAPK3	HSPB8	+	SN
MAPK3	TH	+	SN
MAPK3	KARS	+	SN
MAPK3	AMPH	-	SN
MAPK3	RPS3	+	SN
MAPK3	ARHGEF2	+	SN
MAPK3	THRB	+	SN
MAPK3	GAB2	+	SN
MAPK3	SPHK1	+	SN
MAPK3	IL16	+	SN
MAPK3	PLA2G4A	+	SN
MAPK3	ELK4	+	SN
MAPK3	MAGEA11	+	SN
MAPK3	KLC1	-	SN
MAPK3	GRK2	+	SN
MAPK3	CALD1	-	SN
MAPK3	ETV6	-	SN
MAPK3	NFATC1	-	SN
MAPK3	NCF1	+	SN
MAPK3	TAL1	+	SN
MAPK3	NFATC4	+	SN
MAPK3	MKNK1	+	SN
MAPK3	MKNK2	+	SN
MAPK3	RUNX2	+	SN
MAPK3	SMAD3	+	SN
MAPK3	DUSP6	+	SN
MAPK3	PTTG1	+	SN
MAPK3	CAD	+	SN
MAPK3	NR3C1	-	SN
MAPK3	RPS6KB1	+	SN
MAPK3	PPP2R5C	-	SN
MAPK3	STAT3	+	SN
MAPK3	MYB	-	SN
MAPK3	SPHK2	+	SN
MAPK3	HIF1A	+	SN
MAPK3	MAPT	+	SN
MAPK3	RPTOR	+	SN
MAPK3	RPS6KA2	+	SN
MAPK3	RCAN1	+	SN
MAPK3	HNRNPK	-	SN
MAPK3	GABPA	+	SN
MAPK3	SP3	+	SN
MAPK3	RPS6KA3	+	SN
MAPK3	TSC2	-	SN
MAPK3	MYL1	+	SN
MAPK3	SP1	+	SN
MAPK3	NCOA1	+	SN
MAPK3	DUSP1	+	SN
MAPK3	SMAD2	+	SN
MAPK3	GRB10	+	SN
MAPK3	ABI1	+	SN
MAPK3	NOXA1	-	SN
MAPK3	RAF1	+	SN
MAPK3	TWIST1	+	SN
MAPK3	BCL2L11	-	SN
MAPK3	RXRA	+	SN
MAPK3	SHC1	+	SN
MAPK3	TP53	+	SN
MAPK3	ADAM17	+	SN
MAPK3	RPS6KA4	+	SN
MAPK3	CEBPB	+	SN
MAPK3	LRP6	+	SN
MAPK3	ATF2	+	SN
MAPK3	SOS1	+	SN
MAPK3	IRS1	-	SN
MAPK3	SREBF2	+	SN
MAPK3	LIFR	-	SN
MAPK3	JUND	+	SN
MAPK3	SMAD1	+	SN
MAPK3	PGR	-	SN
MAPK3	STAT5A	+	SN
MAPK3	RPS6KA1	+	SN
MAPK3	LAT	-	SN
MAPK3	STK11	-	SN
MAPK3	FOXO3	-	SN
MAPK3	MAP2K1	+	SN
MAPK3	SREBF1	+	SN
MAPK3	BAZ1B	+	SN
MAPK3	RPS6KA5	+	SN
MAPK3	MAPKAPK2	+	SN
MAPK3	POLR2A	-	SN
MAPK3	GATA1	+	SN
MAPK3	TCF3	+	SN
MAPK3	HDAC6	+	SN
MAPK3	ARRB1	-	SN
MAPK3	CTTN	+	SN
MAPK3	STMN1	+	SN
MAPK3	PPARA	+	SN
MAPK3	GJA1	-	SN
MAPK3	PPARG	-	SN
MAPK3	PML	+	SN
MAPK3	PDE4D	-	SN
MAPK3	PCYT1A	-	SN
MAPK3	PAK1	-	SN
MAPK3	NOS2	+	SN
MAPK3	MYC	+	SN
MAPK3	MCL1	+	SN
MAPK3	MBP	-	SN
MAPK3	MAZ	+	SN
MAPK3	SMAD4	+	SN
MAPK3	LCK	+	SN
MAPK3	JUN	+	SN
MAPK3	JAK2	-	SN
MAPK3	HSF1	+	SN
MAPK3	H3F3B	+	SN
MAPK3	GTF2I	+	SN
MAPK3	GSK3B	-	SN
MAPK3	FOS	+	SN
MAPK3	FGFR1	-	SN
MAPK3	ETS1	+	SN
MAPK3	ESR1	+	SN
MAPK3	ELK1	+	SN
MAPK3	EGFR	+	SN
MAPK3	E2F1	+	SN
MAPK3	DAPK1	+	SN
MAPK3	CEBPA	-	SN
MAPK3	CDKN1B	-	SN
MAPK3	CASP9	-	SN
MAPK3	CASP8	-	SN
MAPK3	CAPN2	+	SN
MAPK3	BRAF	-	SN
MAPK3	BCL6	-	SN
MAPK3	BCL2	+	SN
MAPK3	BAD	-	SN
MAPK7	MEF2C	+	SN
MAPK7	PTPRR	+	SN
MAPK7	MAP2K5	+	SN
MAPK7	SGK1	+	SN
MAPK7	NR4A1	+	SN
MAPK7	RPS6KA1	+	SN
MAPK7	GJA1	+	SN
MAPK7	PML	-	SN
MAPK7	MEF2D	+	SN
MAPK7	MEF2A	+	SN
MAPK7	ETS1	+	SN
MAPK8	APLP2	+	SN
MAPK8	ATN1	-	SN
MAPK8	MAPK8IP3	+	SN
MAPK8	YWHAB	-	SN
MAPK8	ELK4	+	SN
MAPK8	WWOX	-	SN
MAPK8	AIMP1	-	SN
MAPK8	EIF4ENIF1	+	SN
MAPK8	NFATC4	-	SN
MAPK8	JDP2	+	SN
MAPK8	NFATC2	-	SN
MAPK8	NR3C1	+	SN
MAPK8	STAT3	+	SN
MAPK8	PKMYT1	+	SN
MAPK8	MAPT	+	SN
MAPK8	HNRNPK	+	SN
MAPK8	PAX2	+	SN
MAPK8	MAPK8IP1	+	SN
MAPK8	SFN	-	SN
MAPK8	H2AFX	+	SN
MAPK8	SP1	+	SN
MAPK8	DUSP1	+	SN
MAPK8	TWIST1	+	SN
MAPK8	BCL2L11	+	SN
MAPK8	RXRA	+	SN
MAPK8	IRF3	+	SN
MAPK8	PXN	+	SN
MAPK8	SHC1	+	SN
MAPK8	TP53	+	SN
MAPK8	RARA	+	SN
MAPK8	NR4A1	-	SN
MAPK8	LRP6	+	SN
MAPK8	ATF2	+	SN
MAPK8	STAT1	+	SN
MAPK8	CDC25C	-	SN
MAPK8	STK4	+	SN
MAPK8	YWHAZ	-	SN
MAPK8	IRS1	-	SN
MAPK8	PPM1J	-	SN
MAPK8	SIRT1	+	SN
MAPK8	JUND	+	SN
MAPK8	STAT5A	+	SN
MAPK8	APP	+	SN
MAPK8	LAT	-	SN
MAPK8	BMF	+	SN
MAPK8	MAPK9	+	SN
MAPK8	FOXO4	+	SN
MAPK8	CDC25B	-	SN
MAPK8	KRT8	+	SN
MAPK8	STAT6	-	SN
MAPK8	ITCH	+	SN
MAPK8	STMN1	-	SN
MAPK8	PPARA	+	SN
MAPK8	PPARG	-	SN
MAPK8	NFATC3	-	SN
MAPK8	MYC	+	SN
MAPK8	MCL1	+	SN
MAPK8	JUN	+	SN
MAPK8	HSF1	+	SN
MAPK8	H3F3B	+	SN
MAPK8	ELK1	+	SN
MAPK8	CTBP1	-	SN
MAPK8	CDKN1A	+	SN
MAPK8	BID	+	SN
MAPK8	BCL2L1	-	SN
MAPK8	BCL2	+	SN
MAPK8	BAX	+	SN
MAPK8	BAD	+	SN
MAPK8	AR	+	SN
MAPK8IP1	MAP3K12	-	SN
MAPK8IP1	RASGRF1	+	SN
MAPK8IP1	MAP4K1	+	SN
MAPK8IP1	DLK1	+	SN
MAPK8IP1	MAP3K10	+	SN
MAPK8IP1	TIAM1	+	SN
MAPK8IP1	MAP2K7	+	SN
MAPK8IP1	RBPJ	-	SN
MAPK8IP1	MAPK14	+	SN
MAPK8IP1	MAPK9	-	SN
MAPK8IP1	MAP2K4	+	SN
MAPK8IP1	MAP4K2	-	SN
MAPK8IP1	MAPK8	+	SN
MAPK8IP1	NOTCH1	-	SN
MAPK8IP2	MAPK8IP1	+	SN
MAPK8IP2	MAPK8	+	SN
MAPK8IP3	MAP2K4	+	SN
MAPK8IP3	MAPK8	+	SN
MAPK8IP3	MAP3K1	+	SN
MAPK9	BCL2L11	+	SN
MAPK9	MAPK8IP1	+	SN
MAPK9	TP53	+	SN
MAPK9	STAT3	+	SN
MAPK9	STAT1	+	SN
MAPK9	RXRA	-	SN
MAPK9	NFATC3	+	SN
MAPK9	MYC	+	SN
MAPK9	JUN	+	SN
MAPK9	H3F3B	+	SN
MAPK9	ELK1	+	SN
MAPK9	CTNNB1	+	SN
MAPKAP1	AKT1	+	SN
MAPKAPK2	AGO2	+	SN
MAPKAPK2	TSC2	+	SN
MAPKAPK2	TSC1	-	SN
MAPKAPK2	PLK1	+	SN
MAPKAPK2	MDM2	+	SN
MAPKAPK2	LIMK1	+	SN
MAPKAPK2	HSF1	+	SN
MAPKAPK2	ZFP36L1	-	SN
MAPKAPK5	TP53	+	SN
MARK1	MAPT	-	SN
MARK1	MAP2	-	SN
MARK1	MAP4	-	SN
MARK2	UTRN	+	SN
MARK2	RAB11FIP2	+	SN
MARK2	HDAC7	-	SN
MARK2	ARHGEF2	-	SN
MARK2	PARD3	+	SN
MARK2	MAPT	-	SN
MARK2	DVL3	+	SN
MAST1	PTEN	-	SN
MAST2	PTEN	+	SN
MAST3	PTEN	+	SN
MAT1A	ESR1	-	SN
MAT1A	BRCA1	-	SN
MATK	KIT	+	SN
MAVS	TRAF3	+	SN
MAVS	TBK1	+	SN
MAVS	IKBKB	+	SN
MAVS	CASP8	+	SN
MAX	MXI1	+	SN
MAX	MGA	+	SN
MAX	MXD4	+	SN
MAX	MXD3	+	SN
MAX	MNT	+	SN
MAX	MYC	+	SN
MAX	MAD1L1	+	SN
MAX	SERF2	+	GRN
MAX	ODC1	+	GRN
MAZ	MMP1	+	GRN
MCL1	BECN1	-	SN
MCL1	BAX	-	SN
